,participant_id,session_start_iso,handedness,proficiency,age,block,block_time_s,trial,amplitude_px,direction,diameter_px,radius_px,errors,path_distance_px,center_to_click_px,trial_time_s
553,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,10,260,right,120,60,0,243.68,238.35,0.9167
554,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,11,500,right,80,40,0,646.24,519.0,1.3405
555,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,12,260,left,160,80,0,257.37,257.05,0.638
556,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,13,360,left,120,60,0,398.01,397.05,0.7393
557,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,14,360,right,80,40,0,385.87,372.11,0.9418
558,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,15,500,left,80,40,0,683.12,508.06,1.1188
559,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,16,260,left,40,20,0,629.95,269.36,0.9163
560,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,17,360,left,160,80,0,505.72,318.08,1.6431
561,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,18,500,right,160,80,0,716.29,487.08,1.0063
562,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,19,180,right,80,40,0,524.1,184.17,1.0582
563,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,20,180,left,120,60,1,337.67,219.01,1.0669
564,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,21,260,left,120,60,0,303.86,277.0,1.3581
565,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,22,500,left,120,60,0,577.04,476.0,0.9883
566,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,23,180,right,120,60,0,193.06,186.08,0.9165
567,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,24,500,left,160,80,0,545.95,535.18,1.1645
568,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,25,260,right,160,80,0,264.76,262.95,0.6975
569,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,26,500,right,120,60,0,543.02,501.48,0.961
570,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,27,260,right,80,40,0,309.06,246.05,1.0859
571,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,28,180,left,160,80,0,202.51,201.04,0.5983
572,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,29,180,left,80,40,0,177.83,164.68,0.9905
573,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,30,360,right,40,20,0,372.51,365.07,1.0296
574,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,31,180,left,40,20,0,261.77,177.0,1.1204
575,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,8,41.9699,32,180,right,40,20,2,223.06,189.0,1.6595
576,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,1,500,left,120,60,0,529.05,502.67,0.9881
577,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,2,360,right,160,80,0,417.82,414.39,0.7274
578,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,3,360,left,160,80,0,418.38,417.27,0.6981
579,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,4,500,left,40,20,0,707.04,503.22,1.4116
580,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,5,180,right,160,80,0,337.18,247.2,0.8609
581,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,6,500,right,80,40,0,611.83,515.0,1.2516
582,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,7,260,left,40,20,0,263.5,260.07,1.0927
583,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,8,360,left,120,60,0,369.42,365.23,0.8409
584,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,9,360,right,120,60,0,577.15,367.01,1.2605
585,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,10,360,right,40,20,0,692.62,371.01,1.4712
586,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,11,180,right,40,20,0,403.79,182.13,1.3863
587,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,12,260,right,160,80,0,332.28,281.14,0.9101
588,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,13,180,left,40,20,0,198.1,193.04,0.9235
589,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,14,500,left,80,40,0,681.1,469.04,1.3238
590,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,15,500,right,40,20,0,573.33,516.02,1.2207
591,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,16,360,left,80,40,0,334.3,332.22,0.7969
592,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,17,360,left,40,20,0,501.26,357.02,1.5846
593,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,18,260,left,120,60,0,414.05,230.05,0.9862
594,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,19,180,left,120,60,0,168.49,163.15,1.1689
595,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,20,260,right,40,20,0,316.81,268.0,1.3826
596,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,21,180,right,80,40,0,319.65,206.16,1.0908
597,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,22,260,right,120,60,0,318.84,292.02,0.9643
598,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,23,260,left,80,40,0,347.18,277.05,1.2044
599,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,24,260,left,160,80,0,256.47,256.0,0.7227
600,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,25,180,left,80,40,0,156.62,156.12,0.9601
601,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,26,260,right,80,40,0,234.17,231.42,0.9266
602,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,27,500,left,160,80,0,481.41,479.0,0.8771
603,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,28,180,right,120,60,0,189.44,189.08,0.6816
604,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,29,500,right,120,60,0,468.54,465.0,0.8861
605,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,30,360,right,80,40,0,387.96,385.05,0.9088
606,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,31,500,right,160,80,0,444.09,438.07,0.8739
607,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,9,43.6818,32,180,left,160,80,0,138.32,138.0,0.7266
608,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,1,260,right,40,20,0,272.07,271.0,1.0951
609,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,2,360,left,160,80,0,572.72,416.24,1.069
610,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,3,360,right,80,40,0,360.62,360.09,0.7178
611,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,4,360,left,80,40,0,469.89,353.05,1.189
612,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,5,260,left,160,80,0,343.11,308.01,0.824
613,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,6,180,right,120,60,0,160.1,160.03,0.6365
614,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,7,180,right,80,40,0,178.1,178.0,0.7254
615,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,8,260,left,80,40,0,280.31,280.01,0.8798
616,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,9,500,left,80,40,0,560.77,504.05,0.8784
617,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,10,500,right,160,80,0,658.69,543.27,1.0688
618,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,11,360,right,160,80,0,505.12,337.0,1.0595
619,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,12,500,left,40,20,1,695.27,511.01,1.6411
620,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,13,260,right,120,60,0,272.82,272.07,0.6837
621,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,14,500,right,120,60,0,461.28,458.0,0.8463
622,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,15,260,right,80,40,0,244.41,238.05,1.15
623,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,16,180,right,160,80,0,155.38,146.12,0.7417
624,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,17,260,right,160,80,0,219.7,219.0,0.8088
625,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,18,360,left,40,20,1,476.45,346.01,1.4835
626,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,19,260,left,40,20,0,385.14,258.05,1.5025
627,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,20,180,left,160,80,0,214.61,151.08,0.7335
628,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,21,360,right,40,20,0,375.62,374.13,0.9378
629,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,22,500,left,120,60,0,474.38,474.04,0.7796
630,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,23,180,left,120,60,0,255.17,179.04,0.753
631,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,24,500,left,160,80,0,550.6,532.03,0.8161
632,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,25,360,left,120,60,0,345.04,333.22,0.8673
633,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,26,180,left,40,20,0,205.66,168.36,0.8356
634,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,27,260,left,120,60,0,228.2,225.04,0.9039
635,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,28,180,right,40,20,0,356.26,173.01,1.1745
636,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,29,180,left,80,40,0,174.72,168.24,0.889
637,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,30,500,right,80,40,0,645.84,486.17,1.4028
638,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,31,360,right,120,60,0,398.23,386.13,0.9824
639,821977,2025-11-18T18:54:25,Right-handed,Rarely use mouse,21,10,44.0616,32,500,right,40,20,0,507.61,497.03,1.1423
640,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,1,180,left,80,40,0,215.55,204.04,0.8296
641,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,2,360,left,80,40,0,398.24,377.3,0.8657
642,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,3,260,right,80,40,0,298.9,275.01,0.884
643,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,4,360,left,160,80,0,364.28,364.07,0.7115
644,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,5,360,right,160,80,0,515.55,416.06,0.923
645,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,6,360,left,40,20,0,371.1,350.07,0.9568
646,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,7,180,right,160,80,0,142.6,140.13,0.6628
647,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,8,500,left,120,60,0,466.58,459.07,0.7606
648,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,9,180,right,40,20,0,278.87,184.0,1.1349
649,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,10,360,right,120,60,0,346.56,344.02,0.7033
650,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,11,180,right,120,60,0,153.24,153.0,0.6974
651,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,12,260,left,40,20,0,290.18,271.05,0.8301
652,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,13,260,right,120,60,0,254.02,254.0,0.7176
653,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,14,500,right,160,80,0,482.25,474.05,0.8102
654,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,15,180,left,120,60,0,157.24,157.03,0.684
655,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,16,180,left,160,80,0,133.02,133.0,0.6387
656,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,17,500,right,80,40,0,509.02,501.0,0.7338
657,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,18,360,right,80,40,0,345.87,343.01,0.7655
658,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,19,260,left,160,80,0,231.49,231.03,0.7444
659,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,20,500,right,120,60,0,629.64,513.16,0.7865
660,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,21,180,right,80,40,0,184.19,174.0,0.7386
661,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,22,260,right,40,20,0,283.35,259.09,0.8024
662,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,23,500,right,40,20,0,577.93,513.0,1.1897
663,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,24,360,left,120,60,0,379.8,377.13,0.6866
664,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,25,500,left,40,20,0,506.43,502.0,1.058
665,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,26,500,left,160,80,0,548.4,544.02,0.7942
666,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,27,260,right,160,80,0,244.22,244.03,0.659
667,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,28,180,left,40,20,0,184.36,184.0,0.9348
668,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,29,360,right,40,20,0,357.5,357.0,0.865
669,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,30,260,left,120,60,0,297.0,296.0,0.6638
670,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,31,260,left,80,40,0,262.06,256.0,0.7286
671,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,1,53.2994,32,500,left,80,40,0,679.16,471.18,0.9562
672,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,1,360,right,120,60,0,525.37,384.0,0.9492
673,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,2,180,right,160,80,0,168.07,148.01,0.59
674,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,3,180,left,120,60,0,160.05,160.0,0.5264
675,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,4,260,right,160,80,0,185.0,185.0,0.6847
676,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,5,180,left,80,40,0,142.41,142.0,0.5353
677,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,6,180,right,40,20,0,187.47,186.07,0.8736
678,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,7,180,right,80,40,0,226.53,206.06,0.7107
679,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,8,260,right,120,60,0,697.89,241.0,0.8173
680,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,9,500,right,160,80,0,479.0,457.0,0.68
681,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,10,260,right,40,20,0,331.65,253.0,1.0041
682,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,11,260,left,160,80,0,238.28,238.03,0.5849
683,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,12,180,left,160,80,0,120.22,120.02,0.631
684,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,13,180,right,120,60,0,171.0,165.0,0.6177
685,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,14,360,left,80,40,0,378.59,364.35,0.804
686,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,15,260,left,120,60,0,225.36,223.01,0.7096
687,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,16,180,left,40,20,0,180.58,180.0,0.7284
688,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,17,500,right,40,20,0,694.66,505.02,1.1952
689,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,18,360,right,40,20,0,372.0,372.0,0.9859
690,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,19,500,left,160,80,0,486.02,486.0,0.7608
691,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,20,500,right,120,60,0,464.38,462.28,0.7111
692,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,21,360,left,40,20,0,366.63,366.0,0.7901
693,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,22,500,left,80,40,0,514.24,514.0,0.86
694,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,23,360,right,80,40,0,542.91,375.0,0.9611
695,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,24,360,left,160,80,0,352.12,319.32,1.3505
696,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,25,360,right,160,80,0,401.71,381.01,0.6443
697,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,26,500,right,80,40,0,564.57,514.02,0.8575
698,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,27,500,left,120,60,0,555.84,549.2,0.6818
699,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,28,500,left,40,20,0,491.47,488.01,0.8367
700,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,29,260,right,80,40,0,359.79,274.15,0.88
701,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,30,360,left,120,60,0,355.46,353.11,0.642
702,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,31,260,left,80,40,0,298.08,291.56,0.7484
703,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,2,48.6045,32,260,left,40,20,0,325.0,257.19,1.5852
704,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,1,360,right,40,20,0,362.63,361.09,0.8963
705,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,2,360,left,40,20,0,352.59,350.01,0.8743
706,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,3,180,left,80,40,0,171.52,171.03,0.6222
707,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,4,260,right,120,60,0,219.42,218.06,0.7357
708,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,5,260,left,120,60,0,245.19,244.05,0.6933
709,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,6,360,right,120,60,0,352.7,347.0,0.686
710,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,7,500,right,40,20,0,616.34,506.0,0.9473
711,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,8,260,left,160,80,0,219.45,219.0,0.6124
712,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,9,500,left,120,60,0,637.5,532.5,0.8906
713,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,10,500,right,160,80,0,485.06,485.0,0.6419
714,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,11,180,right,160,80,0,152.0,152.0,0.5477
715,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,12,180,right,40,20,0,184.83,169.01,0.6955
716,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,13,260,right,40,20,0,266.08,252.02,0.9292
717,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,14,500,left,80,40,0,486.2,486.03,0.7175
718,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,15,260,right,80,40,0,393.61,276.02,0.8449
719,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,16,260,right,160,80,0,193.15,183.0,0.5893
720,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,17,360,left,80,40,0,328.19,328.01,0.7215
721,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,18,180,left,40,20,0,191.24,190.04,0.7287
722,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,19,180,right,120,60,0,144.87,139.29,0.6426
723,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,20,180,left,160,80,0,204.04,203.01,0.53
724,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,21,360,right,160,80,0,367.01,365.0,0.6413
725,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,22,360,left,160,80,0,395.37,395.1,0.5906
726,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,23,360,right,80,40,0,364.28,363.02,0.6348
727,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,24,360,left,120,60,0,402.53,401.0,0.6806
728,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,25,500,left,40,20,1,740.34,495.03,1.3301
729,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,26,500,left,160,80,0,505.87,461.39,0.6751
730,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,27,180,left,120,60,0,188.78,161.05,0.599
731,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,28,180,right,80,40,0,175.07,174.03,0.6214
732,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,29,500,right,120,60,0,468.56,466.0,0.7158
733,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,30,260,left,80,40,0,265.31,265.02,0.6326
734,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,31,260,left,40,20,0,260.01,247.29,0.869
735,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,3,39.3924,32,500,right,80,40,0,665.76,534.16,0.9972
736,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,1,360,left,40,20,0,360.19,355.2,0.815
737,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,2,260,right,160,80,0,192.92,187.02,0.7047
738,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,3,260,left,160,80,0,234.16,224.01,0.6762
739,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,4,180,right,160,80,0,158.08,157.01,0.6737
740,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,5,360,right,80,40,0,437.27,388.0,0.8669
741,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,6,260,right,120,60,0,279.27,255.07,0.8212
742,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,7,360,right,40,20,0,569.33,365.01,0.9201
743,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,8,180,right,120,60,0,133.16,130.02,0.6264
744,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,9,180,left,80,40,0,176.77,176.05,0.5918
745,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,10,500,left,120,60,0,506.27,505.0,0.7934
746,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,11,180,left,120,60,0,154.63,144.03,0.6425
747,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,12,360,left,80,40,0,345.51,344.07,0.6854
748,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,13,360,right,160,80,0,515.55,356.0,0.8745
749,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,14,500,right,160,80,0,496.23,482.23,0.6908
750,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,15,180,right,80,40,0,174.28,170.24,0.7461
751,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,16,260,left,40,20,0,264.91,263.0,0.7608
752,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,17,260,left,120,60,0,217.48,216.04,0.7533
753,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,18,500,right,120,60,0,693.22,510.06,0.8684
754,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,19,500,left,160,80,0,513.24,511.0,0.6139
755,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,20,180,left,40,20,0,184.77,184.17,0.6421
756,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,21,500,right,40,20,0,698.13,502.0,1.1376
757,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,22,360,right,120,60,0,407.06,392.02,0.8579
758,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,23,180,right,40,20,0,233.9,178.0,0.9393
759,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,24,180,left,160,80,0,120.73,120.04,0.5228
760,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,25,360,left,120,60,0,357.55,356.01,0.7656
761,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,26,360,left,160,80,0,298.23,298.08,0.568
762,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,27,260,left,80,40,0,245.0,244.0,0.6594
763,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,28,500,left,40,20,0,508.06,501.17,0.8831
764,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,29,260,right,80,40,0,295.72,285.11,0.622
765,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,30,260,right,40,20,0,440.35,266.02,1.0298
766,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,31,500,right,80,40,0,518.11,502.0,0.8405
767,24273,2025-11-18T19:18:08,Right-handed,Casual user,18,4,40.5154,32,500,left,80,40,0,608.37,524.05,0.8488
